date, pm25
2017/6/16, 91
2017/6/17, 89
2017/6/18, 85
2017/6/19, 82
2017/6/20, 76
2017/6/21, 88
2017/6/22, 104
2017/6/23, 86
2017/6/24, 79
2017/6/25, 62
2017/6/26, 78
2017/6/27, 92
2017/6/28, 61
2017/6/29, 61
2017/6/30, 68
2017/1/2, 84
2017/1/3, 109
2017/1/4, 128
2017/1/5, 118
2017/1/6, 87
2017/1/7, 104
2017/1/8, 68
2017/1/9, 79
2017/1/10, 99
2017/1/11, 112
2017/1/12, 116
2017/1/13, 123
2017/1/14, 112
2017/1/15, 118
2017/1/16, 87
2017/1/17, 103
2017/1/18, 105
2017/1/19, 125
2017/1/20, 130
2017/1/21, 109
2017/1/22, 121
2017/1/23, 106
2017/1/24, 111
2017/1/25, 133
2017/1/26, 96
2017/1/27, 89
2017/1/28, 124
2017/1/29, 110
2017/1/30, 90
2017/1/31, 101
2017/2/1, 104
2017/2/2, 92
2017/2/3, 87
2017/2/4, 78
2017/2/5, 75
2017/2/6, 93
2017/2/7, 94
2017/2/8, 120
2017/2/9, 106
2017/2/10, 117
2017/2/11, 102
2017/2/12, 105
2017/2/13, 121
2017/2/14, 118
2017/2/15, 97
2017/2/16, 109
2017/2/17, 113
2017/2/18, 122
2017/2/19, 122
2017/2/20, 94
2017/2/21, 75
2017/2/22, 73
2017/2/23, 74
2017/2/24, 76
2017/2/25, 117
2017/2/26, 128
2017/2/27, 117
2017/2/28, 94
2017/3/1, 104
2017/3/2, 119
2017/3/3, 132
2017/3/4, 136
2017/3/5, 97
2017/3/6, 88
2017/3/7, 87
2017/3/8, 85
2017/3/9, 81
2017/3/10, 94
2017/3/11, 101
2017/3/12, 85
2017/3/13, 91
2017/3/14, 80
2017/3/15, 101
2017/3/16, 96
2017/3/17, 89
2017/3/18, 87
2017/3/19, 94
2017/3/20, 97
2017/3/21, 5
2017/3/22, 13
2017/3/23, 56
2017/3/24, 65
2017/3/25, 67
2017/3/26, 70
2017/3/27, 87
2017/3/28, 95
2017/3/29, 90
2017/3/30, 109
2017/3/31, 88
2016/10/1, 91
2016/10/2, 85
2016/10/3, 93
2016/10/4, 114
2016/10/5, 95
2016/10/6, 103
2016/10/7, 83
2016/10/8, 93
2016/10/9, 113
2016/10/10, 88
2016/10/11, 106
2016/10/12, 130
2016/10/13, 126
2016/10/14, 110
2016/10/15, 121
2016/10/16, 98
2016/10/17, 98
2016/10/18, 97
2016/10/19, 79
2016/10/20, 76
2016/10/21, 84
2016/10/22, 110
2016/10/23, 95
2016/10/24, 116
2016/10/25, 120
2016/10/26, 63
2016/10/27, 58
2016/10/28, 60
2016/10/29, 34
2016/10/30, 51
2016/10/31, 115
2016/11/1, 144
2016/11/2, 55
2016/11/3, 75
2016/11/4, 76
2016/11/5, 74
2016/11/6, 60
2016/11/7, 74
2016/11/8, 76
2016/11/9, 72
2016/11/10, 105
2016/11/11, 124
2016/11/12, 91
2016/11/13, 97
2016/11/14, 105
2016/11/15, 118
2016/11/16, 123
2016/11/17, 134
2016/11/18, 86
2016/11/19, 81
2016/11/20, 94
2016/11/21, 93
2016/11/22, 73
2016/11/23, 78
2016/11/24, 90
2016/11/25, 114
2016/11/26, 112
2016/11/27, 116
2016/11/28, 118
2016/11/29, 104
2016/11/30, 90
2016/12/1, 81
2016/12/2, 99
2016/12/3, 93
2016/12/4, 106
2016/12/5, 85
2016/12/6, 96
2016/12/7, 120
2016/12/8, 120
2016/12/9, 115
2016/12/10, 159
2016/12/11, 125
2016/12/12, 102
2016/12/13, 79
2016/12/14, 95
2016/12/15, 83
2016/12/16, 98
2016/12/17, 111
2016/12/18, 112
2016/12/19, 107
2016/12/20, 133
2016/12/21, 112
2016/12/22, 113
2016/12/23, 115
2016/12/24, 136
2016/12/25, 135
2016/12/26, 118
2016/12/27, 131
2016/12/28, 117
2016/12/29, 91
2016/12/30, 90
2016/12/31, 109
2016/7/1, 59
2016/7/2, 86
2016/7/3, 102
2016/7/4, 102
2016/7/5, 78
2016/7/6, 72
2016/7/7, 46
2016/7/8, 51
2016/7/9, 58
2016/7/10, 64
2016/7/11, 58
2016/7/12, 64
2016/7/13, 72
2016/7/14, 67
2016/7/15, 75
2016/7/16, 85
2016/7/17, 90
2016/7/18, 76
2016/7/19, 76
2016/7/20, 99
2016/7/21, 83
2016/7/22, 98
2016/7/23, 136
2016/7/24, 126
2016/7/25, 86
2016/7/26, 75
2016/7/27, 68
2016/7/28, 68
2016/7/29, 58
2016/7/30, 63
2016/7/31, 49
2016/8/1, 74
2016/8/2, 63
2016/8/3, 86
2016/8/4, 58
2016/8/5, 71
2016/8/6, 79
2016/8/7, 54
2016/8/8, 50
2016/8/9, 54
2016/8/10, 55
2016/8/11, 66
2016/8/12, 57
2016/8/13, 52
2016/8/14, 55
2016/8/15, 44
2016/8/16, 51
2016/8/17, 58
2016/8/18, 65
2016/8/19, 58
2016/8/20, 72
2016/8/21, 71
2016/8/22, 77
2016/8/23, 104
2016/8/24, 92
2016/8/25, 80
2016/8/26, 68
2016/8/27, 77
2016/8/28, 78
2016/8/29, 59
2016/8/30, 71
2016/8/31, 78
2016/9/1, 79
2016/9/2, 30
2016/9/3, 28
2016/9/4, 41
2016/9/5, 47
2016/9/6, 57
2016/9/7, 50
2016/9/8, 71
2016/9/9, 77
2016/9/10, 66
2016/9/11, 69
2016/9/12, 62
2016/9/13, 46
2016/9/14, 55
2016/9/15, 90
2016/9/16, 72
2016/9/17, 73
2016/9/18, 78
2016/9/19, 75
2016/9/20, 93
2016/9/21, 98
2016/9/22, 81
2016/9/23, 83
2016/9/24, 73
2016/9/25, 81
2016/9/26, 85
2016/9/27, 86
2016/9/28, 96
2016/9/29, 85
2016/9/30, 98
2016/4/1, 67
2016/4/2, 70
2016/4/3, 73
2016/4/4, 68
2016/4/5, 72
2016/4/6, 70
2016/4/7, 67
2016/4/8, 68
2016/4/9, 64
2016/4/10, 75
2016/4/11, 85
2016/4/12, 86
2016/4/13, 94
2016/4/14, 97
2016/4/15, 111
2016/4/16, 101
2016/4/17, 95
2016/4/18, 83
2016/4/19, 68
2016/4/20, 75
2016/4/21, 66
2016/4/22, 55
2016/4/23, 50
2016/4/24, 58
2016/4/25, 59
2016/4/26, 51
2016/4/27, 62
2016/4/28, 59
2016/4/29, 48
2016/4/30, 66
2016/5/1, 64
2016/5/2, 57
2016/5/3, 48
2016/5/4, 59
2016/5/5, 59
2016/5/6, 57
2016/5/7, 71
2016/5/8, 46
2016/5/9, 48
2016/5/10, 52
2016/5/11, 53
2016/5/12, 53
2016/5/13, 68
2016/5/14, 69
2016/5/15, 71
2016/5/16, 108
2016/5/17, 112
2016/5/18, 114
2016/5/19, 132
2016/5/20, 109
2016/5/21, 117
2016/5/22, 90
2016/5/23, 81
2016/5/24, 65
2016/5/25, 63
2016/5/26, 71
2016/5/27, 65
2016/5/28, 69
2016/5/29, 68
2016/5/30, 70
2016/5/31, 86
2016/6/1, 84
2016/6/2, 60
2016/6/3, 69
2016/6/4, 76
2016/6/5, 79
2016/6/6, 76
2016/6/7, 72
2016/6/8, 85
2016/6/9, 105
2016/6/10, 80
2016/6/11, 97
2016/6/14, 66
2016/6/15, 65
2016/6/16, 69
2016/6/17, 110
2016/6/18, 71
2016/6/19, 96
2016/6/20, 87
2016/6/21, 88
2016/6/22, 54
2016/6/23, 68
2016/6/24, 129
2016/6/25, 103
2016/6/26, 76
2016/6/27, 80
2016/6/28, 56
2016/6/29, 49
2016/6/30, 60
2016/2/11, 68
2016/2/12, 54
2016/2/13, 54
2016/2/14, 54
2016/2/15, 59
2016/2/16, 95
2016/2/17, 100
2016/2/18, 105
2016/2/19, 112
2016/2/20, 98
2016/2/21, 109
2016/2/22, 99
2016/2/23, 94
2016/2/24, 108
2016/2/25, 103
2016/2/26, 80
2016/2/27, 71
2016/2/28, 99
2016/2/29, 106
2016/3/1, 111
2016/3/2, 125
2016/3/3, 115
2016/3/4, 89
2016/3/5, 84
2016/3/6, 69
2016/3/7, 66
2016/3/8, 72
2016/3/9, 69
2016/3/10, 72
2016/3/11, 74
2016/3/12, 73
2016/3/13, 78
2016/3/14, 91
2016/3/15, 85
2016/3/16, 78
2016/3/17, 75
2016/3/18, 71
2016/3/19, 78
2016/3/20, 82
2016/3/21, 76
2016/3/22, 73
2016/3/23, 85
2016/3/24, 80
2016/3/25, 85
2016/3/26, 114
2016/3/27, 106
2016/3/28, 117
2016/3/29, 136
2016/3/30, 92
2016/3/31, 75
