date, pm25, pm10, o3, no2, so2, co
2015/8/19, 6, 1, 32, 1, 20, 5
2015/8/20, 2, 3, 4, 1, 18, 8
2015/8/21, 8, , , , , 
2015/8/24, 10, 3, 70, 1, 22, 9
2015/8/25, 8, , , , , 
2015/4/1, 94, 42, 76, 1, 22, 6
2015/4/2, 110, 50, 78, 1, 22, 10
2015/4/3, 131, 42, 90, 1, 22, 8
2015/4/4, 110, 34, 74, 1, 24, 6
2015/4/5, 93, 23, 31, 1, 23, 5
2015/4/6, 74, 26, 47, 1, 23, 7
2015/4/7, 81, 22, 23, 1, 23, 13
2015/4/8, 72, 44, 20, 1, 24, 15
2015/4/9, 124, 20, 20, 1, 23, 12
2015/4/10, 69, 38, 39, 1, 24, 12
2015/4/11, 101, 49, 24, 1, 25, 12
2015/4/12, 133, , , , , 
2015/4/14, 103, 47, 101, 1, 23, 7
2015/4/15, 119, 46, 75, 1, 23, 8
2015/4/16, 122, 29, 72, 1, 22, 5
2015/4/17, 85, 40, 93, 1, 23, 8
2015/4/18, 109, 48, 106, 1, 23, 9
2015/4/19, 123, 47, 91, 1, 25, 9
2015/4/20, 110, 34, 83, 1, 26, 10
2015/4/21, 82, 36, 53, 1, 23, 12
2015/4/22, 95, 50, 43, 1, 23, 11
2015/4/23, 135, 53, 58, 1, 23, 11
2015/4/24, 145, 40, 53, 1, 23, 11
2015/4/25, 110, 41, 67, 1, 25, 11
2015/4/26, 111, 47, 104, 1, 25, 9
2015/4/27, 118, 30, 86, 1, 25, 7
2015/4/28, 84, 25, 90, 1, 25, 7
2015/4/29, 73, 20, 28, 1, 32, 4
2015/4/30, 68, 20, 44, 2, 23, 5
2015/5/1, 64, 28, 103, 1, 25, 5
2015/5/2, 77, 24, 95, 1, 25, 5
2015/5/3, 71, 25, 93, 1, 25, 6
2015/5/4, 73, 28, 77, 1, 24, 6
2015/5/5, 75, 25, 103, 1, 25, 6
2015/5/6, 75, 26, 100, 1, 24, 6
2015/5/7, 77, 27, 105, 1, 23, 5
2015/5/8, 76, 26, 90, 1, 23, 7
2015/5/9, 78, 26, 76, 1, 23, 7
2015/5/10, 77, 28, 82, 1, 24, 8
2015/5/11, 75, 25, 61, 1, 23, 8
2015/5/12, 73, 19, 89, 1, 24, 6
2015/5/13, 60, 19, 83, 1, 24, 5
2015/5/14, 62, 22, 109, 1, 24, 4
2015/5/15, 65, 12, 50, 1, 27, 3
2015/5/16, 48, , , , , 
2015/5/18, 75, 41, 104, 1, 25, 7
2015/5/19, 82, 34, 66, 1, 25, 5
2015/5/20, 64, 26, 134, 1, 23, 5
2015/5/21, 71, 38, 75, 1, 21, 5
2015/5/22, 89, , , , , 
2015/5/28, 106, 54, 66, 1, 21, 7
2015/5/29, 101, 62, 74, 1, 30, 9
2015/5/30, 122, 33, 74, 1, 21, 6
2015/5/31, 67, 12, 96, 1, 21, 5
2015/6/1, 30, 7, 77, 1, 21, 6
2015/6/2, 21, 4, 60, 1, 21, 6
2015/6/3, 10, 6, 69, 1, 21, 9
2015/6/4, 17, 2, 34, 1, 21, 7
2015/6/5, 8, , , , , 
2015/6/12, 6, 2, 60, , 21, 5
2015/6/13, 5, 2, 56, , 26, 5
2015/6/14, 6, 2, 52, , 22, 6
2015/6/15, 7, 2, 59, , 21, 6
2015/6/16, 7, 3, 67, , 25, 5
2015/6/17, 8, 3, 50, , 22, 6
2015/6/18, 8, 3, 36, , 24, 7
2015/6/19, 10, , , , , 
2015/6/23, 6, 1, 41, 1, 35, 6
2015/6/24, 4, 1, 40, 1, 35, 5
2015/6/25, 2, 2, 35, 1, 35, 5
2015/6/26, 4, 2, 41, 1, 35, 6
2015/6/27, 4, 2, 43, 1, 25, 6
2015/6/28, 5, 3, 30, 1, 22, 7
2015/6/29, 5, 3, 26, 1, 22, 8
2015/6/30, 5, 3, 44, 1, 24, 8
2015/1/1, 173, 100, 63, , 21, 17
2015/1/2, 192, 91, 49, , 22, 17
2015/1/3, 183, 65, 50, , 18, 10
2015/1/4, 159, 67, 31, , 18, 13
2015/1/5, 162, 59, 28, , 18, 13
2015/1/6, 152, 49, 16, , 18, 12
2015/1/7, 123, 45, 20, , 17, 15
2015/1/8, 129, 40, 26, , 17, 14
2015/1/9, 118, 20, 23, , 16, 11
2015/1/10, 67, 30, 25, , 17, 11
2015/1/11, 89, 99, 37, , 18, 15
2015/1/12, 130, 85, 57, , 19, 17
2015/1/13, 147, 126, 70, , 20, 23
2015/1/14, 183, 109, 94, , 19, 17
2015/1/15, 192, 94, 58, , 21, 15
2015/1/16, 176, 115, 59, , 20, 18
2015/1/17, 183, 95, 89, , 21, 14
2015/1/18, 175, 102, 64, , 20, 16
2015/1/19, 185, 115, 43, , 18, 19
2015/1/20, 207, 108, 52, , 19, 24
2015/1/21, 188, 99, 79, , 20, 19
2015/1/22, 184, 89, 76, , 18, 15
2015/1/23, 181, 68, 59, , 18, 10
2015/1/24, 158, 56, 47, , 18, 8
2015/1/25, 138, 53, 60, , 19, 6
2015/1/26, 130, 53, 33, , 16, 7
2015/1/27, 120, 49, 47, , 18, 6
2015/1/28, 115, 49, 46, , 19, 6
2015/1/29, 109, 53, 31, , 18, 8
2015/1/30, 135, 48, 23, , 18, 12
2015/1/31, 127, 43, 22, , 17, 11
2015/2/1, 124, 60, 28, , 17, 12
2015/2/2, 149, 65, 39, , 18, 13
2015/2/3, 157, 38, 20, , 17, 15
2015/2/4, 106, 45, 30, , 17, 13
2015/2/5, 112, 109, 45, , 20, 19
2015/2/6, 173, 96, 34, , 18, 17
2015/2/7, 182, 90, 43, , 20, 16
2015/2/8, 175, 110, 41, , 21, 21
2015/2/9, 196, 92, 58, , 20, 14
2015/2/10, 187, 61, 29, , 18, 17
2015/2/11, 160, 85, 65, , 20, 18
2015/2/12, 166, 93, 58, , 20, 16
2015/2/13, 184, 64, 35, , 18, 19
2015/2/14, 163, 82, 20, , 18, 24
2015/2/15, 174, 80, 43, , 19, 21
2015/2/16, 174, 71, 42, , 20, 15
2015/2/17, 167, 53, 40, , 19, 9
2015/2/18, 148, 35, 36, , 20, 6
2015/2/19, 103, 30, 42, , 20, 6
2015/2/20, 86, 28, 47, , 19, 6
2015/2/21, 82, 25, 41, , 19, 6
2015/2/22, 76, 27, 48, , 19, 5
2015/2/23, 80, 31, 64, , 19, 7
2015/2/24, 82, 38, 64, , 19, 5
2015/2/25, 94, 39, 48, , 19, 6
2015/2/26, 97, 35, 47, , 19, 5
2015/2/27, 94, 34, 42, , 19, 5
2015/2/28, 84, 34, 32, , 19, 7
2015/3/1, 87, 37, 32, , 19, 10
2015/3/2, 107, 42, 40, , 20, 10
2015/3/3, 104, 52, 37, , 21, 10
2015/3/4, 137, 50, 21, , 20, 15
2015/3/5, 140, 30, 18, , 20, 14
2015/3/6, 89, 26, 11, , 20, 14
2015/3/7, 80, 24, 23, , 20, 12
2015/3/8, 76, 25, 20, , 20, 15
2015/3/9, 81, 23, 18, , 21, 11
2015/3/10, 73, 26, 15, , 21, 11
2015/3/11, 77, 26, 23, , 20, 12
2015/3/12, 74, 42, 15, , 20, 21
2015/3/13, 121, 31, 22, , 21, 14
2015/3/14, 92, 39, 31, , 21, 14
2015/3/15, 108, 47, 37, , 21, 11
2015/3/16, 123, 46, 60, 1, 21, 6
2015/3/17, 126, 53, 64, 1, 22, 8
2015/3/18, 141, 46, 48, 1, 21, 7
2015/3/19, 120, 35, 28, 1, 21, 5
2015/3/20, 99, 45, 25, 1, 23, 7
2015/3/21, 122, 53, 44, 1, 23, 9
2015/3/22, 141, 54, 33, 1, 23, 9
2015/3/23, 147, 25, 29, , 22, 11
2015/3/24, 81, 31, 30, , 21, 12
2015/3/25, 93, 41, 31, , 22, 12
2015/3/26, 115, 49, 41, , 23, 11
2015/3/27, 135, 43, 78, , 23, 9
2015/3/28, 119, 39, 39, , 22, 7
2015/3/29, 107, 32, 39, , 22, 8
2015/3/30, 86, 32, 54, , 21, 6
2015/3/31, 87, 34, 62, , 22, 6
2014/10/1, 150, 81, 89, 15, 18, 14
2014/10/2, 151, 82, 93, 13, 17, 15
2014/10/3, 156, 85, 92, 14, 17, 13
2014/10/4, 152, 83, 96, 5, 18, 14
2014/10/5, 62, 22, 45, 8, 15, 6
2014/10/6, 106, 75, 75, 10, 16, 12
2014/10/7, 150, 88, 80, 13, 17, 16
2014/10/8, 157, 94, 93, 12, 17, 15
2014/10/9, 170, 108, 99, 12, 17, 16
2014/10/10, 185, 100, 107, 12, 18, 17
2014/10/11, 179, 85, 97, 11, 17, 15
2014/10/12, 164, 91, 82, 13, 19, 14
2014/10/13, 168, 88, 105, 14, 18, 14
2014/10/14, 168, 101, 98, 16, 17, 17
2014/10/15, 177, 103, 109, 16, 19, 16
2014/10/16, 179, 78, 50, 13, 17, 14
2014/10/17, 164, 75, 71, 15, 19, 13
2014/10/18, 158, 76, 92, 15, 19, 12
2014/10/19, 151, 70, 80, 11, 18, 12
2014/10/20, 145, 71, 68, 12, 18, 11
2014/10/21, 148, 41, 45, 10, 16, 9
2014/10/22, 97, 59, 38, 10, 16, 13
2014/10/23, 139, 62, 43, 12, 17, 15
2014/10/24, 140, 55, 30, 7, 18, 10
2014/10/25, 138, , , , , 
2014/10/28, 115, 31, 35, 7, 17, 7
2014/10/29, 81, 37, 45, 9, 18, 7
2014/10/30, 88, 52, 53, 9, 19, 6
2014/10/31, 91, 41, 43, 8, 18, 6
2014/11/1, 92, 37, 34, 7, 18, 6
2014/11/2, 88, 38, 38, 10, 17, 10
2014/11/3, 84, 57, 47, 11, 19, 12
2014/11/4, 128, 62, 40, 10, 17, 13
2014/11/5, 154, 38, 28, 9, 16, 12
2014/11/6, 102, 20, 27, 7, 16, 10
2014/11/7, 63, 36, 34, 10, 18, 10
2014/11/8, 72, 31, 36, 7, 16, 8
2014/11/9, 80, 44, 27, 9, 17, 13
2014/11/10, 111, 44, 21, 10, 18, 16
2014/11/11, 102, 45, 27, 10, 17, 15
2014/11/12, 104, 60, 27, 9, 18, 13
2014/11/13, 134, 78, 45, 12, 19, 16
2014/11/14, 155, 78, 48, 11, 21, 14
2014/11/15, 166, 64, 34, 9, 16, 13
2014/11/16, 154, 62, 28, 10, 16, 13
2014/11/17, 149, 55, 32, 10, 17, 11
2014/11/18, 119, 73, 34, 11, 18, 14
2014/11/19, 157, 78, 81, 9, 19, 15
2014/11/20, 165, 86, 86, 10, 19, 15
2014/11/21, 174, 58, 61, 10, 20, 9
2014/11/22, 131, 56, 59, 9, 18, 8
2014/11/23, 131, 53, 47, 10, 19, 10
2014/11/24, 121, 59, 57, 11, 18, 11
2014/11/25, 127, 50, 45, 9, 19, 8
2014/11/26, 112, 41, 55, 7, 18, 7
2014/11/27, 98, 41, 44, 8, 18, 6
2014/11/28, 90, 36, 40, 9, 18, 6
2014/11/29, 82, 56, 45, 11, 18, 12
2014/11/30, 118, 60, 31, 10, 17, 14
2014/12/1, 136, 55, 34, 8, 17, 15
2014/12/2, 139, 60, 25, 5, 17, 17
2014/12/3, 155, 47, 30, , 18, 13
2014/12/4, 114, 64, 37, , 19, 13
2014/12/5, 126, 68, 36, , 19, 9
2014/12/6, 160, 46, 24, , 18, 10
2014/12/7, 112, 68, 41, , 19, 14
2014/12/8, 145, 71, 52, , 27, 10
2014/12/9, 160, 69, 28, , 18, 11
2014/12/10, 165, 62, 21, , 20, 13
2014/12/11, 139, 59, 26, , 18, 11
2014/12/12, 145, 78, 51, , 19, 14
2014/12/13, 162, 91, 81, , 20, 15
2014/12/14, 177, 96, 39, , 20, 15
2014/12/15, 184, 63, 36, , 20, 9
2014/12/16, 151, 89, 63, , 20, 18
2014/12/17, 155, 95, 71, , 20, 17
2014/12/18, 177, 104, 57, , 20, 20
2014/12/19, 185, 104, 82, , 20, 17
2014/12/20, 193, 87, 42, , 19, 14
2014/12/21, 179, 79, 47, , 20, 15
2014/12/22, 159, 95, 73, , 21, 18
2014/12/23, 181, 95, 54, , 20, 18
2014/12/24, 184, 86, 57, , 20, 16
2014/12/25, 174, 73, 28, , 18, 16
2014/12/26, 171, 41, 17, , 18, 16
2014/12/27, 117, , , , , 
2014/8/14, 74, 30, 29, 8, 18, 8
2014/8/15, 92, 41, 22, 7, 18, 11
2014/8/16, 98, 41, 64, , 16, 7
2014/8/18, 73, 38, 67, 7, 13, 5
2014/8/19, 73, 31, 31, 7, 14, 7
2014/8/20, 70, 36, 47, 5, 14, 9
2014/8/21, 124, 56, 111, 4, 16, 12
2014/8/22, 86, 39, 70, 4, 14, 7
2014/8/23, 86, 39, 61, 3, 15, 7
2014/8/24, 82, 33, 63, 4, 14, 7
2014/8/25, 62, 26, 47, 4, 13, 8
2014/8/26, 81, 38, 46, 4, 14, 8
2014/8/27, 71, 31, 28, 3, 13, 8
2014/8/28, 70, 28, 34, 3, 13, 6
2014/8/29, 34, 10, 10, 5, 13, 6
2014/8/30, 66, 29, 7, 3, 20, 10
2014/8/31, 79, 36, 7, 3, 15, 8
2014/9/1, 64, 26, 13, 2, 14, 6
2014/9/2, 46, 16, 13, 4, 14, 5
2014/9/3, 60, 27, 9, 4, 14, 8
2014/9/4, 92, 44, 20, 4, 17, 8
2014/9/5, 75, 39, 14, 4, 15, 7
2014/9/6, 65, 30, 17, 5, 15, 5
2014/9/7, 101, 53, 21, 6, 16, 10
2014/9/8, 138, 68, 21, 4, 16, 13
2014/9/9, 101, 50, 16, 5, 16, 9
2014/9/10, 102, 53, 14, 4, 15, 9
2014/9/11, 89, 45, 17, 4, 16, 10
2014/9/12, 82, 40, 16, 4, 16, 6
2014/9/13, 89, 41, 15, 4, 16, 8
2014/9/14, 99, 48, 49, 4, 16, 8
2014/9/15, 87, 39, 50, 3, 16, 8
2014/9/16, 74, 32, 38, 2, 15, 5
2014/9/17, 46, 16, 44, 3, 15, 5
2014/9/18, 60, 23, 40, 6, 15, 6
2014/9/19, 94, 44, 42, 10, 15, 10
2014/9/20, 69, 32, 46, 8, 15, 9
2014/9/21, 71, 30, 44, 8, 15, 9
2014/9/22, 98, 47, 40, 12, 16, 12
2014/9/23, 123, 66, 100, 10, 17, 13
2014/9/24, 145, 71, 98, 12, 16, 11
2014/9/25, 158, 89, 83, 13, 16, 14
2014/9/26, 176, 101, 105, 8, 18, 17
2014/9/27, 149, 69, 88, 9, 17, 9
2014/9/28, 133, 61, 70, 7, 17, 8
2014/9/29, 95, 44, 60, 9, 17, 6
2014/9/30, 100, 53, 78, 14, 17, 8
2021/3/31, , 28, 15, 4, , 
2021/3/4, , 30, 6, 6, , 
2021/1/31, , 35, 1, 10, , 
2020/10/19, , 12, 12, 9, , 
2020/12/30, , 12, 16, 20, , 
2020/7/9, , 10, 31, 13, , 2
2020/8/2, , 5, , , , 
2020/3/31, , 23, 13, 11, , 3
2020/6/13, , 10, , 6, , 
2020/1/1, , 14, , 17, , 4
2020/1/5, , 13, , 13, , 1
2019/10/26, , 47, , 11, , 
2019/11/25, , 67, , 27, , 
2019/12/4, , 55, , 16, , 
2019/2/24, , 54, , , , 
2018/12/6, , 3, , , , 
2018/5/6, , 31, , , , 
2017/8/3, , 22, , , 26, 
2017/4/25, , 14, , 1, 39, 
2017/1/1, , 83, , , 2, 8
2017/2/9, , 18, 2, 14, 9, 
2017/2/20, , 47, , , 4, 
2016/11/10, , 72, , , 6, 8
2016/11/17, , 92, , , 64, 8
2016/12/29, , 113, , , 2, 8
2016/7/6, , 1, , 1, 6, 
2016/8/1, , 12, , 1, 5, 7
2016/8/4, , 1, , 1, 4, 5
2015/7/21, , 2, 29, 1, 34, 7
2015/8/16, , 4, 24, 1, 32, 9
2015/8/23, , 5, 90, 1, 30, 12
2015/4/13, , 48, 113, 1, 23, 7
2015/5/17, , 35, 108, 1, 27, 5
2015/5/27, , 58, 55, 1, 19, 7
2015/6/11, , 2, 50, , 20, 7
2015/6/22, , 2, 29, 1, 35, 6
2014/12/31, , 88, 52, , 18, 18
2014/10/27, , 47, 30, 10, 15, 8
2014/8/2, , 29, 47, , 16, 5
2014/8/3, , 20, 71, , 17, 4
2014/8/4, , 27, 53, , 13, 7
2014/8/5, , 43, 43, , 14, 7
2014/8/6, , 36, 42, , 13, 8
2014/8/7, , 53, 72, , 15, 10
2014/8/8, , 50, 92, , 12, 8
2014/8/9, , 29, 85, , 12, 8
2014/8/10, , 44, 87, , 15, 10
2014/8/11, , 45, 61, , 15, 9
2014/8/12, , 43, 52, , 17, 9
2014/8/13, , 16, 39, 8, 13, 6
2021/1/30, , , 2, 12, , 
2020/7/1, , , 51, 10, , 2
2020/7/2, , , 37, 10, , 2
2020/7/3, , , 35, 6, , 1
2020/7/4, , , 35, 8, , 1
2020/7/5, , , 35, 8, , 1
2020/7/6, , , 38, 6, , 1
2020/7/7, , , 36, 7, , 2
2020/7/8, , , 32, 9, , 3
2020/6/28, , , 51, 7, , 1
2020/6/29, , , 48, 7, , 1
2020/6/30, , , 46, 9, , 2
2020/1/3, , , , 14, , 2
2020/1/4, , , , 12, , 2
2016/11/15, , , , , 64, 7
2016/11/16, , , , , 63, 6
2014/8/17, , , , 6, , 
2019/1/12, , , , , 2, 
2019/1/13, , , , , 2, 
2018/10/1, , , , , 29, 
2018/10/2, , , , , 29, 
2018/10/3, , , , , 29, 
2018/10/4, , , , , 30, 
2018/10/5, , , , , 29, 
2018/10/6, , , , , 30, 
2018/10/7, , , , , 30, 
2018/10/8, , , , , 30, 
2018/10/9, , , , , 30, 
2018/10/10, , , , , 29, 
2018/10/11, , , , , 30, 
2018/10/12, , , , , 30, 
2018/10/13, , , , , 30, 
2018/10/14, , , , , 30, 
2018/10/15, , , , , 30, 
2018/10/16, , , , , 30, 
2018/10/17, , , , , 29, 
2018/10/18, , , , , 30, 
2018/10/19, , , , , 30, 
2018/10/20, , , , , 29, 
2018/10/21, , , , , 30, 
2018/10/22, , , , , 30, 
2018/10/23, , , , , 29, 
2018/10/24, , , , , 30, 
2018/10/25, , , , , 31, 
2018/10/26, , , , , 36, 
2018/10/27, , , , , 44, 
2018/10/28, , , , , 45, 
2018/10/29, , , , , 46, 
2018/10/30, , , , , 47, 
2018/10/31, , , , , 88, 
2018/11/1, , , , , 5, 
2018/11/2, , , , , , 
2018/11/3, , , , , , 
2018/11/4, , , , , , 
2018/11/5, , , , , , 
2018/11/6, , , , , , 
2018/11/7, , , , , , 
2018/11/8, , , , , 1, 
2018/11/9, , , , , , 
2018/11/10, , , , , , 
2018/11/11, , , , , , 
2018/11/12, , , , , , 
2018/11/13, , , , , , 
2018/11/14, , , , , , 
2018/11/15, , , , , 1, 
2018/11/16, , , , , , 
2018/11/17, , , , , , 
2018/11/18, , , , , , 
2018/11/19, , , , , , 
2018/11/20, , , , , , 
2018/11/21, , , , , , 
2018/11/22, , , , , 1, 
2018/7/1, , , , , 30, 
2018/7/2, , , , , 32, 
2018/8/8, , , , , 29, 
2018/8/9, , , , , 29, 
2018/8/10, , , , , 29, 
2018/8/11, , , , , 29, 
2018/8/12, , , , , 30, 
2018/8/13, , , , , 30, 
2018/8/14, , , , , 30, 
2018/8/15, , , , , 30, 
2018/8/16, , , , , 29, 
2018/8/17, , , , , 28, 
2018/8/18, , , , , 28, 
2018/8/19, , , , , 28, 
2018/8/20, , , , , 29, 
2018/8/21, , , , , 29, 
2018/8/22, , , , , 29, 
2018/8/23, , , , , 29, 
2018/8/24, , , , , 30, 
2018/8/25, , , , , 37, 
2018/8/26, , , , , 34, 
2018/8/27, , , , , 30, 
2018/8/28, , , , , 29, 
2018/8/29, , , , , 29, 
2018/8/30, , , , , 29, 
2018/8/31, , , , , 29, 
2018/9/1, , , , , 29, 
2018/9/2, , , , , 29, 
2018/9/3, , , , , 29, 
2018/9/4, , , , , 29, 
2018/9/5, , , , , 29, 
2018/9/6, , , , , 29, 
2018/9/7, , , , , 29, 
2018/9/8, , , , , 29, 
2018/9/9, , , , , 29, 
2018/9/10, , , , , 29, 
2018/9/11, , , , , 29, 
2018/9/12, , , , , 29, 
2018/9/13, , , , , 29, 
2018/9/14, , , , , 28, 
2018/9/15, , , , , 28, 
2018/9/16, , , , , 32, 
2018/9/17, , , , , 30, 
2018/9/18, , , , , 29, 
2018/9/19, , , , , 29, 
2018/9/20, , , , , 29, 
2018/9/21, , , , , 29, 
2018/9/22, , , , , 29, 
2018/9/23, , , , , 29, 
2018/9/24, , , , , 30, 
2018/9/25, , , , , 30, 
2018/9/26, , , , , 30, 
2018/9/27, , , , , 29, 
2018/9/28, , , , , 29, 
2018/9/29, , , , , 29, 
2018/9/30, , , , , 29, 
2018/4/1, , , , , 21, 
2018/4/2, , , , , 23, 
2018/4/3, , , , , 19, 
2018/4/4, , , , , 19, 
2018/4/5, , , , , 17, 
2018/4/6, , , , , 15, 
2018/4/7, , , , , 19, 
2018/4/19, , , , , 22, 
2018/4/23, , , , , 26, 
2018/4/24, , , , , 22, 
2018/4/25, , , , , 17, 
2018/4/26, , , , , 20, 
2018/4/27, , , , , 17, 
2018/4/28, , , , , 23, 
2018/4/29, , , , , 23, 
2018/4/30, , , , , 22, 
2018/5/1, , , , , 22, 
2018/5/2, , , , , 18, 
2018/5/8, , , , , 26, 
2018/5/9, , , , , 24, 
2018/5/23, , , , , 14, 
2018/5/24, , , , , 13, 
2018/5/28, , , , , 4, 
2018/5/29, , , , , 6, 
2018/5/30, , , , , 14, 
2018/5/31, , , , , 26, 
2018/6/1, , , , , 26, 
2018/6/2, , , , , 25, 
2018/6/3, , , , , 49, 
2018/6/4, , , , , 25, 
2018/6/5, , , , , 25, 
2018/6/6, , , , , 25, 
2018/6/7, , , , , 25, 
2018/6/8, , , , , 26, 
2018/6/9, , , , , 26, 
2018/6/10, , , , , 26, 
2018/6/11, , , , , 26, 
2018/6/12, , , , , 26, 
2018/6/13, , , , , 27, 
2018/6/14, , , , , 26, 
2018/6/15, , , , , 26, 
2018/6/16, , , , , 25, 
2018/6/17, , , , , 25, 
2018/6/18, , , , , 25, 
2018/6/19, , , , , 26, 
2018/6/22, , , , , 26, 
2018/6/23, , , , , 27, 
2018/6/24, , , , , 28, 
2018/6/25, , , , , 29, 
2018/6/26, , , , , 28, 
2018/6/27, , , , , 29, 
2018/6/28, , , , , 30, 
2018/6/29, , , , , 30, 
2018/6/30, , , , , 38, 
2018/1/1, , , , , 15, 
2018/1/2, , , , , 12, 
2018/1/3, , , , , 14, 
2018/1/4, , , , , 15, 
2018/1/5, , , , , 15, 
2018/1/6, , , , , 14, 
2018/1/7, , , , , 25, 
2018/1/8, , , , , 13, 
2018/1/9, , , , , 10, 
2018/1/10, , , , , 12, 
2018/1/11, , , , , 13, 
2018/1/12, , , , , 14, 
2018/1/13, , , , , 13, 
2018/1/14, , , , , 14, 
2018/1/15, , , , , 14, 
2018/1/16, , , , , 14, 
2018/1/17, , , , , 15, 
2018/1/18, , , , , 16, 
2018/1/19, , , , , 23, 
2018/1/20, , , , , 21, 
2018/1/21, , , , , 23, 
2018/1/22, , , , , 22, 
2018/1/23, , , , , 19, 
2018/1/24, , , , , 18, 
2018/1/25, , , , , 22, 
2018/1/26, , , , , 20, 
2018/1/27, , , , , 14, 
2018/1/28, , , , , 15, 
2018/1/29, , , , , 8, 
2018/1/30, , , , , 8, 
2018/1/31, , , , , 9, 
2018/2/1, , , , , 12, 
2018/2/2, , , , , 11, 
2018/2/3, , , , , 13, 
2018/2/4, , , , , 12, 
2018/2/5, , , , , 10, 
2018/2/6, , , , , 11, 
2018/2/7, , , , , 12, 
2018/2/8, , , , , 13, 
2018/2/9, , , , , 15, 
2018/2/10, , , , , 15, 
2018/2/11, , , , , 13, 
2018/2/12, , , , , 12, 
2018/2/13, , , , , 13, 
2018/2/14, , , , , 10, 
2018/2/15, , , , , 13, 
2018/2/16, , , , , 14, 
2018/2/17, , , , , 16, 
2018/2/18, , , , , 15, 
2018/2/19, , , , , 15, 
2018/2/20, , , , , 16, 
2018/2/21, , , , , 17, 
2018/2/22, , , , , 15, 
2018/2/23, , , , , 11, 
2018/2/26, , , , , 18, 
2018/2/27, , , , , 15, 
2018/2/28, , , , , 19, 
2018/3/1, , , , , 19, 
2018/3/2, , , , , 20, 
2018/3/3, , , , , 20, 
2018/3/4, , , , , 22, 
2018/3/5, , , , , 22, 
2018/3/6, , , , , 20, 
2018/3/7, , , , , 21, 
2018/3/8, , , , , 16, 
2018/3/9, , , , , 17, 
2018/3/10, , , , , 17, 
2018/3/11, , , , , 15, 
2018/3/12, , , , , 14, 
2018/3/13, , , , , 17, 
2018/3/14, , , , , 18, 
2018/3/15, , , , , 20, 
2018/3/16, , , , , 19, 
2018/3/17, , , , , 21, 
2018/3/18, , , , , 20, 
2018/3/19, , , , , 21, 
2018/3/20, , , , , 20, 
2018/3/30, , , , , 21, 
2018/3/31, , , , , 21, 
2017/12/25, , , , , 23, 
2017/12/28, , , , , 13, 
2017/12/29, , , , , 14, 
2017/12/30, , , , , 14, 
2017/12/31, , , , , 13, 
